"ano","variable","etiqueta","valor_millones_eur","valor_pct_pib","unidad_principal","estado_dato","fuente","definicion","nota"
"2040","intereses_deuda","Intereses de la deuda","95911.610782","3.633333","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2040","pib","PIB","2639769.104103","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2041","deficit_saldo_publico","Deficit o saldo publico","-136732.86734","-5","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2041","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2041","gasto_pensiones","Gasto publico en pensiones","","15.269594","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2041","gasto_publico_total","Gasto publico total","1323574.15585","48.4","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2041","gasto_sanidad","Gasto publico en sanidad","","6.7291","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2041","intereses_deuda","Intereses de la deuda","101182.321832","3.7","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2041","pib","PIB","2734657.346798","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2042","deficit_saldo_publico","Deficit o saldo publico","-147845.10025","-5.222222","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2042","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2042","gasto_pensiones","Gasto publico en pensiones","","15.439659","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2042","gasto_publico_total","Gasto publico total","1378419.636801","48.688889","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2042","gasto_sanidad","Gasto publico en sanidad","","6.7702","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2042","intereses_deuda","Intereses de la deuda","107895.466778","3.811111","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2042","pib","PIB","2831076.38777","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2043","deficit_saldo_publico","Deficit o saldo publico","-159463.883169","-5.444444","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2043","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2043","gasto_pensiones","Gasto publico en pensiones","","15.594729","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2043","gasto_publico_total","Gasto publico total","1434524.075525","48.977778","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2043","gasto_sanidad","Gasto publico en sanidad","","6.8107","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2043","intereses_deuda","Intereses de la deuda","114879.083181","3.922222","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2043","pib","PIB","2928928.466363","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2044","deficit_saldo_publico","Deficit o saldo publico","-171627.280105","-5.666667","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2044","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2044","gasto_pensiones","Gasto publico en pensiones","","15.733031","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2044","gasto_publico_total","Gasto publico total","1492147.76468","49.266667","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2044","gasto_sanidad","Gasto publico en sanidad","","6.849","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2044","intereses_deuda","Intereses de la deuda","122158.240546","4.033333","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2044","pib","PIB","3028716.707741","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2045","deficit_saldo_publico","Deficit o saldo publico","-184383.268314","-5.888889","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2045","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2045","gasto_pensiones","Gasto publico en pensiones","","15.849453","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2045","gasto_publico_total","Gasto publico total","1551602.597509","49.555556","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2045","gasto_sanidad","Gasto publico en sanidad","","6.885","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2045","intereses_deuda","Intereses de la deuda","129764.073738","4.144444","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2045","pib","PIB","3131036.631745","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2046","deficit_saldo_publico","Deficit o saldo publico","-197790.226622","-6.111111","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2046","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2046","gasto_pensiones","Gasto publico en pensiones","","15.942225","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2046","gasto_publico_total","Gasto publico total","1613249.01205","49.844444","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
